fecha,producto_id,cantidad,total_venta
2024-06-10,P046,13.0,1044.56
2024-12-21,P062,6.0,2071.0
2024-03-04,P012,8.0,1728.18
2024-03-27,P100,9.0,259.34
2024-02-19,P045,11.0,4199.61
2024-11-26,P056,7.0,308.02
2024-12-26,P099,5.0,1378.88
2024-01-21,P036,4.0,138.11
2024-06-21,P007,13.0,1110.19
2024-04-27,P041,7.0,3086.28
2024-08-01,P030,20.0,9244.45
2024-10-10,P043,4.0,902.65
2024-10-29,P043,16.0,2868.16
2024-08-06,P016,11.0,2410.12
2024-05-10,P049,17.0,7993.19
2024-01-18,P090,12.0,5420.41
2024-02-21,P001,2.0,235.29
2024-07-10,P026,15.0,3994.98
2024-02-05,P096,15.0,3578.52
2024-01-31,P099,6.0,2863.68
2024-10-12,P083,6.0,1282.56
2024-04-19,P062,1.0,22.52
2024-04-11,P025,13.0,1316.44
2024-08-20,P074,10.0,2885.99
2024-11-05,P091,7.0,788.4
2024-09-29,P012,2.0,462.74
2024-10-22,P032,5.0,412.08
2024-01-24,P041,8.0,1872.18
2024-10-24,P076,11.0,3212.76
2024-08-22,P050,10.0,923.15
2024-07-27,P043,14.0,5756.28
2024-10-14,P062,9.0,1413.63
2024-01-03,P001,1.0,445.91
2024-11-08,P093,15.0,2446.35
2024-07-01,P016,14.0,614.14
2024-03-05,P068,16.0,4221.5
2024-11-17,P065,1.0,436.4
2024-04-28,P070,18.0,7717.33
2024-05-17,P018,5.0,2097.82
2024-03-07,P021,1.0,312.03
2024-12-23,P075,10.0,3289.23
2024-12-22,P050,8.0,2946.46
2024-01-03,P100,18.0,791.42
2024-05-29,P074,11.0,4776.0
2024-08-01,P076,10.0,4857.01
2024-04-03,P007,14.0,2854.9
2024-07-28,P006,14.0,3636.69
2024-08-29,P098,11.0,3038.34
2024-04-19,P093,4.0,1224.41
2024-09-22,P064,12.0,3935.72
2024-03-18,P054,15.0,475.45
2024-10-03,P023,16.0,5266.71
2024-05-06,P008,16.0,549.28
2024-08-20,P062,14.0,1012.35
2024-04-12,P068,9.0,364.45
2024-11-04,P029,19.0,4144.73
2024-05-27,P044,1.0,159.99
2024-06-28,P042,6.0,1562.72
2024-10-08,P091,18.0,7058.96
2024-07-04,P050,6.0,1577.85
2024-11-14,P024,17.0,253.64
2024-11-20,P076,2.0,507.34
2024-11-03,P054,1.0,256.85
2024-04-06,P087,7.0,1020.58
2024-02-15,P064,2.0,785.59
2024-04-02,P029,12.0,4060.17
2024-04-28,P062,14.0,2767.27
2024-07-24,P062,1.0,481.35
2024-02-11,P057,18.0,5857.41
2024-02-26,P072,18.0,7258.68
2024-01-13,P083,10.0,4135.05
2024-07-28,P057,10.0,4455.38
2024-01-24,P026,3.0,962.96
2024-12-03,P076,3.0,840.79
2024-11-01,P053,1.0,140.92
2024-05-29,P006,11.0,4284.78
2024-03-02,P099,18.0,4283.31
2024-08-09,P011,4.0,994.39
2024-02-09,P057,17.0,3958.65
2024-09-19,P069,3.0,247.64
2024-09-10,P024,7.0,576.79
2024-05-13,P049,16.0,6609.85
2024-02-21,P098,12.0,4354.03
2024-04-05,P050,18.0,1910.86
2024-04-11,P085,1.0,95.67
2024-02-25,P061,2.0,440.21
2024-02-03,P089,10.0,4876.8
2024-12-24,P081,10.0,2101.98
2024-05-26,P017,20.0,304.01
2024-07-21,P074,19.0,2627.3
2024-11-17,P013,19.0,8844.74
2024-08-06,P058,1.0,313.25
2024-01-16,P076,17.0,4460.2
2024-11-30,P039,6.0,2316.87
2024-03-11,P087,1.0,87.47
2024-12-14,P004,11.0,1485.39
2024-12-15,P087,16.0,7870.82
2024-04-15,P094,13.0,4381.12
2024-01-09,P032,15.0,7286.27
2024-03-20,P062,2.0,52.6
2024-08-17,P091,3.0,1356.11
2024-07-22,P024,15.0,3269.18
2024-03-23,P004,9.0,4126.64
2024-09-28,P072,9.0,3139.47
2024-04-22,P084,3.0,53.93
2024-03-05,P028,13.0,380.56
2024-05-09,P070,8.0,2360.05
2024-12-16,P066,3.0,1167.6
2024-10-27,P054,7.0,3226.66
2024-03-30,P075,5.0,1717.95
2024-12-24,P019,7.0,209.48
2024-07-05,P097,2.0,353.98
2024-08-31,P010,2.0,451.09
2024-12-11,P074,11.0,2351.84
2024-03-30,P019,2.0,60.68
2024-06-09,P066,13.0,2774.34
2024-04-23,P013,10.0,1352.65
2024-08-31,P078,8.0,1743.05
2024-06-04,P076,9.0,767.81
2024-03-12,P093,1.0,104.73
2024-08-21,P006,15.0,550.02
2024-06-14,P061,13.0,2106.48
2024-05-28,P031,10.0,4498.45
2024-10-07,P064,1.0,493.87
2024-05-04,P019,1.0,366.27
2024-05-09,P032,19.0,4320.5
2024-03-13,P081,15.0,3692.3
2024-04-23,P001,1.0,135.18
2024-02-03,P003,11.0,3246.3
2024-02-12,P022,7.0,2566.1
2024-01-18,P048,2.0,916.27
2024-10-19,P087,17.0,5090.63
2024-05-04,P065,10.0,3521.15
2024-05-11,P071,2.0,667.63
2024-12-03,P034,19.0,1323.29
2024-01-09,P075,15.0,457.4
2024-11-20,P052,7.0,2183.64
2024-11-21,P054,7.0,1503.87
2024-08-13,P035,6.0,1748.57
2024-05-17,P027,18.0,6968.98
2024-10-08,P008,11.0,3778.38
2024-11-25,P034,20.0,4161.9
2024-09-18,P052,2.0,481.68
2024-12-09,P001,9.0,3522.75
2024-09-03,P004,14.0,2330.06
2024-01-12,P091,5.0,1051.96
2024-02-27,P068,12.0,4262.97
2024-03-17,P015,12.0,4296.95
2024-07-12,P050,19.0,7987.19
2024-11-04,P063,8.0,611.22
2024-02-09,P020,15.0,4215.86
2024-04-01,P013,8.0,639.9
2024-08-23,P014,20.0,4977.32
2024-09-26,P089,14.0,5413.29
2024-05-27,P062,4.0,1411.36
2024-07-05,P016,4.0,369.64
2024-08-15,P032,13.0,1559.28
2024-10-18,P060,3.0,1314.05
2024-11-17,P024,2.0,248.18
2024-11-23,P061,1.0,66.84
2024-02-05,P065,2.0,578.23
2024-04-11,P063,11.0,3812.17
2024-11-11,P007,8.0,3755.55
2024-08-22,P010,13.0,6302.0
2024-07-27,P079,16.0,7418.27
2024-09-29,P081,5.0,1162.91
2024-03-22,P014,4.0,1311.89
2024-02-12,P061,2.0,206.68
2024-09-01,P005,10.0,4671.82
2024-02-02,P011,15.0,5855.05
2024-12-04,P013,18.0,203.4
2024-03-10,P076,9.0,1053.61
2024-09-06,P023,17.0,1393.29
2024-09-07,P085,1.0,231.7
2024-11-06,P028,6.0,1586.17
2024-08-05,P043,15.0,6000.87
2024-01-16,P096,16.0,3946.35
2024-12-12,P076,10.0,636.56
2024-08-10,P013,10.0,3749.48
2024-09-08,P085,4.0,1982.49
2024-11-29,P027,13.0,4998.27
2024-05-03,P042,15.0,3123.64
2024-08-11,P095,10.0,1172.52
2024-09-05,P065,2.0,370.72
2024-07-26,P074,13.0,3242.22
2024-06-28,P091,10.0,2904.91
2024-06-21,P019,9.0,552.96
2024-03-06,P024,19.0,6965.71
2024-09-19,P074,14.0,6244.74
2024-09-28,P010,8.0,808.38
2024-06-14,P047,13.0,5159.77
2024-05-26,P072,8.0,921.93
2024-04-23,P026,4.0,1035.51
2024-12-26,P079,16.0,4176.69
2024-11-12,P024,18.0,8372.32
2024-05-10,P011,3.0,671.65
2024-06-25,P033,12.0,2972.05
2024-08-14,P004,1.0,492.86
2024-12-22,P052,10.0,3428.56
2024-05-25,P006,4.0,692.94
2024-05-31,P036,20.0,3348.33
2024-08-13,P067,1.0,74.29
2024-06-09,P036,2.0,750.9
2024-03-14,P004,7.0,2020.2
2024-03-04,P096,19.0,2440.54
2024-05-14,P068,1.0,287.94
2024-05-01,P063,9.0,2552.03
2024-03-07,P095,11.0,1295.0
2024-07-07,P019,6.0,2158.48
2024-05-18,P074,13.0,1286.47
2024-01-19,P061,13.0,2675.38
2024-04-04,P062,7.0,1722.48
2024-08-10,P048,4.0,1014.45
2024-11-28,P059,7.0,2513.25
2024-10-02,P060,18.0,4363.0
2024-04-20,P088,20.0,7953.13
2024-12-09,P095,16.0,3622.34
2024-08-05,P044,14.0,4609.64
2024-02-02,P042,1.0,291.78
2024-09-19,P002,18.0,2729.55
2024-09-01,P056,8.0,1279.24
2024-08-26,P023,6.0,726.08
2024-04-22,P091,2.0,724.68
2024-03-12,P047,14.0,6969.75
2024-03-20,P047,4.0,991.63
2024-04-10,P033,18.0,1744.92
2024-06-25,P062,2.0,774.96
2024-09-02,P009,17.0,5343.98
2024-04-18,P049,20.0,9095.32
2024-05-13,P064,1.0,110.84
2024-11-02,P059,12.0,572.05
2024-09-21,P063,14.0,2358.63
2024-09-18,P093,6.0,187.53
2024-02-08,P063,11.0,5231.59
2024-08-24,P005,17.0,851.81
2024-11-19,P080,12.0,2179.09
2024-02-04,P028,12.0,4203.52
2024-06-27,P067,8.0,1438.6
2024-01-28,P037,14.0,4135.58
2024-05-15,P052,6.0,741.37
2024-07-09,P095,17.0,5822.21
2024-04-28,P034,14.0,3513.49
2024-08-17,P058,16.0,2440.64
2024-12-11,P021,1.0,122.26
2024-08-28,P004,9.0,3098.94
2024-05-29,P041,8.0,3550.63
2024-09-17,P032,19.0,6085.61
2024-08-04,P059,18.0,7279.7
2024-12-07,P047,15.0,6230.04
2024-03-21,P088,13.0,5242.43
2024-12-22,P091,7.0,2619.03
2024-04-15,P059,14.0,5876.22
2024-12-29,P037,7.0,240.71
2024-02-27,P079,2.0,588.99
2024-01-31,P076,9.0,1722.07
2024-03-17,P057,14.0,2621.39
2024-02-19,P042,20.0,9789.99
2024-03-26,P018,2.0,249.92
2024-02-08,P064,3.0,870.01
2024-08-06,P026,16.0,7825.19
2024-09-01,P035,9.0,2585.49
2024-04-26,P074,20.0,3727.52
2024-07-01,P028,8.0,170.34
2024-01-20,P076,14.0,452.03
2024-05-04,P072,1.0,417.25
2024-09-26,P025,2.0,817.47
2024-06-29,P058,5.0,897.24
2024-05-10,P075,12.0,3649.96
2024-10-05,P038,17.0,310.7
2024-10-19,P080,4.0,353.46
2024-10-25,P037,14.0,3003.76
2024-09-08,P072,3.0,1436.28
2024-05-24,P036,5.0,2352.35
2024-08-26,P062,3.0,1497.35
2024-04-20,P095,15.0,2634.1
2024-12-20,P080,13.0,2843.23
2024-08-22,P079,18.0,8903.57
2024-05-18,P015,1.0,416.18
2024-01-18,P096,18.0,935.25
2024-11-14,P043,10.0,3247.91
2024-09-07,P091,11.0,3217.19
2024-01-28,P003,7.0,2557.08
2024-12-06,P019,5.0,1280.41
2024-07-07,P066,10.0,3343.92
2024-08-09,P077,17.0,5095.31
2024-04-30,P088,14.0,2935.94
2024-08-26,P096,19.0,6559.98
2024-06-21,P018,5.0,2230.1
2024-01-28,P011,16.0,6783.11
2024-11-17,P039,15.0,1046.55
2024-07-09,P092,16.0,3827.17
2024-03-29,P075,15.0,6665.6
2024-06-12,P062,14.0,1902.96
2024-09-05,P071,3.0,1324.6
2024-12-21,P032,10.0,766.96
2024-10-06,P033,5.0,2351.23
2024-08-02,P080,13.0,2687.14
2024-02-15,P042,2.0,700.3
2024-07-23,P044,7.0,1271.54
2024-05-31,P049,7.0,2166.59
2024-11-06,P066,14.0,6092.25
2024-03-18,P053,16.0,5278.86
2024-05-23,P087,1.0,105.32
2024-04-14,P016,2.0,338.95
2024-11-26,P081,9.0,4357.92
2024-02-13,P017,20.0,2392.06
2024-02-14,P002,13.0,3661.57
2024-08-29,P022,11.0,4968.61
2024-11-09,P056,4.0,128.56
2024-06-10,P084,11.0,3262.42
2024-12-08,P093,19.0,2595.24
2024-10-19,P022,5.0,2271.78
2024-04-24,P027,17.0,8022.43
2024-06-20,P001,5.0,401.88
2024-05-14,P071,12.0,4833.33
2024-05-09,P096,5.0,88.47
2024-10-05,P057,17.0,852.04
2024-01-31,P084,18.0,4251.32
2024-08-16,P019,9.0,2699.6
2024-09-02,P033,18.0,1675.55
2024-04-09,P007,4.0,1747.82
2024-03-11,P040,18.0,6787.42
2024-01-25,P100,17.0,5399.22
2024-06-29,P094,20.0,6698.9
2024-05-09,P049,6.0,740.18
2024-07-05,P003,13.0,5402.32
2024-10-22,P049,16.0,4904.41
2024-12-03,P050,9.0,4112.74
2024-06-13,P080,15.0,4228.11
2024-09-17,P063,20.0,6166.47
2024-02-13,P027,7.0,1745.75
2024-03-25,P009,20.0,1657.03
2024-09-15,P086,9.0,2391.6
2024-06-07,P058,3.0,1034.07
2024-08-11,P077,12.0,4006.26
2024-11-13,P099,18.0,981.01
2024-02-15,P006,18.0,6683.13
2024-01-05,P027,17.0,6612.63
2024-03-02,P065,11.0,1821.05
2024-09-05,P043,17.0,4929.72
2024-12-22,P095,11.0,1398.66
2024-01-09,P095,20.0,9437.81
2024-11-05,P007,4.0,1767.22
2024-06-17,P091,13.0,4486.52
2024-08-30,P021,10.0,3197.42
2024-06-10,P090,6.0,2906.17
2024-08-07,P086,8.0,2671.07
2024-01-03,P036,18.0,4557.57
2024-04-29,P068,19.0,1346.08
2024-07-24,P008,20.0,7695.37
2024-05-18,P004,13.0,436.05
2024-07-26,P020,19.0,7872.5
2024-09-01,P092,1.0,404.38
2024-03-15,P077,3.0,1457.59
2024-11-21,P052,10.0,3981.31
2024-02-16,P038,4.0,1957.0
2024-01-19,P044,19.0,1217.25
2024-08-01,P092,1.0,180.33
2024-04-30,P046,12.0,3242.56
2024-10-18,P023,18.0,3592.94
2024-08-05,P026,12.0,5604.06
2024-07-09,P015,14.0,171.62
2024-05-24,P060,2.0,228.46
2024-08-14,P025,11.0,4417.36
2024-10-28,P082,13.0,166.76
2024-01-31,P003,1.0,185.48
2024-03-03,P089,19.0,3315.05
2024-12-13,P077,16.0,1520.86
2024-04-28,P083,3.0,1411.27
2024-08-19,P021,14.0,301.83
2024-08-19,P073,14.0,5124.17
2024-06-17,P030,1.0,391.9
2024-05-31,P076,8.0,1173.84
2024-01-01,P010,6.0,2244.95
2024-02-29,P009,8.0,3739.69
2024-04-24,P096,10.0,4058.73
2024-09-24,P078,1.0,411.35
2024-10-17,P020,9.0,3630.87
2024-06-22,P090,11.0,3456.26
2024-05-30,P044,1.0,430.0
2024-02-27,P009,15.0,233.78
2024-07-05,P100,5.0,2311.14
2024-03-07,P099,11.0,1617.01
2024-12-17,P071,8.0,2254.44
2024-11-04,P037,16.0,1277.97
2024-11-03,P016,16.0,980.94
2024-05-04,P049,5.0,1224.13
2024-06-16,P023,14.0,3647.0
2024-04-17,P011,15.0,2062.83
2024-04-16,P001,6.0,788.81
2024-07-28,P081,6.0,2058.32
2024-03-17,P046,6.0,1261.29
2024-01-09,P002,9.0,766.17
2024-01-23,P064,14.0,6579.42
2024-02-28,P096,2.0,252.92
2024-03-14,P033,11.0,405.43
2024-10-14,P009,4.0,1126.7
2024-05-02,P036,15.0,5657.84
2024-11-20,P050,3.0,1131.04
2024-06-15,P004,14.0,6411.01
2024-10-31,P008,9.0,3634.4
2024-10-16,P046,9.0,312.87
2024-09-22,P094,10.0,594.3
2024-03-19,P018,17.0,4968.39
2024-10-04,P076,14.0,6162.87
2024-09-15,P057,7.0,744.98
2024-07-31,P022,6.0,1063.27
2024-05-07,P047,3.0,1186.91
2024-01-31,P091,3.0,1296.19
2024-11-19,P036,12.0,5483.22
2024-05-18,P032,1.0,208.66
2024-01-18,P060,17.0,6966.49
2024-01-27,P019,19.0,3768.12
2024-07-16,P045,1.0,314.85
2024-01-01,P008,15.0,7449.17
2024-11-20,P017,20.0,546.61
2024-06-24,P035,9.0,741.56
2024-01-20,P094,3.0,100.47
2024-02-13,P062,1.0,257.04
2024-07-27,P041,6.0,776.99
2024-06-24,P016,5.0,83.05
2024-03-12,P027,17.0,6419.54
2024-06-21,P020,15.0,2973.54
2024-04-23,P076,8.0,2401.54
2024-06-22,P025,14.0,5248.92
2024-04-21,P065,5.0,1796.78
2024-02-25,P037,7.0,821.88
2024-12-06,P025,19.0,6869.09
2024-01-01,P097,14.0,2754.01
2024-11-01,P014,5.0,1461.63
2024-08-18,P049,17.0,4075.91
2024-09-30,P018,3.0,1419.98
2024-10-23,P084,18.0,4669.81
2024-05-01,P055,7.0,1739.25
2024-02-19,P060,8.0,3318.11
2024-04-27,P003,13.0,2678.35
2024-02-01,P044,7.0,1389.6
2024-01-05,P033,2.0,27.95
2024-09-14,P077,9.0,218.45
2024-05-06,P086,6.0,1803.67
2024-10-17,P028,18.0,5599.28
2024-12-26,P048,20.0,5382.6
2024-10-18,P068,5.0,2417.87
2024-07-18,P040,12.0,191.37
2024-12-05,P026,12.0,5064.17
2024-06-14,P010,20.0,9641.07
2024-04-30,P014,19.0,6512.59
2024-05-27,P091,20.0,2868.56
2024-06-22,P048,2.0,643.51
2024-01-07,P042,7.0,2917.67
2024-10-13,P018,8.0,387.89
2024-03-02,P055,1.0,159.54
2024-08-13,P029,4.0,1694.56
2024-07-21,P027,3.0,914.26
2024-12-24,P017,8.0,3435.89
2024-12-11,P028,10.0,3211.49
2024-01-04,P033,12.0,2149.03
2024-03-14,P046,8.0,283.17
2024-12-08,P074,12.0,5521.27
2024-08-23,P020,5.0,294.09
2024-04-22,P092,9.0,717.93
2024-08-17,P098,3.0,33.05
2024-07-22,P099,16.0,4188.82
2024-03-31,P010,13.0,3735.99
2024-04-25,P036,9.0,2821.83
2024-09-15,P035,14.0,3985.53
2024-07-05,P062,3.0,1275.5
2024-04-08,P039,8.0,2852.05
2024-12-12,P066,19.0,3503.57
2024-10-28,P048,3.0,1128.87
2024-05-18,P019,20.0,438.95
2024-06-25,P074,12.0,865.48
2024-06-20,P084,19.0,7929.42
2024-10-27,P056,18.0,6712.9
2024-08-31,P015,12.0,286.4
2024-02-26,P067,7.0,1345.67
2024-03-21,P028,6.0,320.9
2024-03-29,P062,17.0,4858.51
2024-08-14,P034,19.0,275.69
2024-04-19,P100,19.0,580.91
2024-09-05,P096,3.0,618.91
2024-06-05,P089,9.0,3238.2
2024-10-01,P024,15.0,3274.11
2024-11-05,P042,16.0,7992.6
2024-06-01,P096,20.0,4801.89
2024-11-20,P074,13.0,3962.43
2024-06-13,P041,6.0,872.81
2024-05-26,P056,19.0,6347.9
2024-06-05,P006,3.0,406.66
2024-05-30,P038,16.0,1033.27
2024-11-08,P032,6.0,2511.17
2024-02-25,P030,10.0,4982.38
2024-06-12,P060,20.0,5838.81
2024-05-10,P026,15.0,178.71
2024-11-09,P092,8.0,896.62
2024-02-26,P004,2.0,194.95
2024-01-24,P048,4.0,1962.04
2024-06-25,P096,16.0,6392.5
2024-09-08,P076,17.0,7515.65
2024-04-27,P045,15.0,5667.05
2024-11-04,P040,1.0,437.78
2024-03-06,P092,7.0,1570.53
2024-09-06,P053,11.0,1645.89
2024-05-18,P076,1.0,380.26
2024-12-15,P082,2.0,209.54
2024-12-12,P022,14.0,1287.67
2024-01-29,P046,8.0,3984.16
2024-03-16,P039,2.0,620.42
2024-03-07,P059,8.0,799.52
2024-08-08,P075,1.0,181.99
2024-12-22,P081,1.0,193.55
2024-08-04,P075,19.0,6783.96
2024-03-08,P033,4.0,926.23
2024-03-09,P043,17.0,5276.42
2024-04-04,P076,2.0,106.66
2024-11-12,P044,18.0,7796.16
2024-02-08,P079,5.0,202.68
2024-05-16,P003,12.0,2832.83
2024-07-26,P070,3.0,1105.88
2024-12-17,P036,4.0,280.99
2024-06-25,P020,6.0,1711.16
2024-07-19,P019,1.0,330.64
2024-10-22,P001,15.0,993.38
2024-07-24,P074,5.0,1285.48
2024-07-01,P008,12.0,5001.3
2024-03-30,P001,20.0,6528.31
2024-07-22,P033,6.0,606.16
2024-12-17,P014,5.0,1526.48
2024-12-06,P035,7.0,1039.98
2024-08-19,P005,4.0,941.26
2024-12-02,P016,3.0,565.22
2024-08-27,P082,18.0,8107.26
2024-01-18,P077,1.0,31.39
2024-09-11,P061,14.0,3140.32
2024-10-16,P035,7.0,1150.49
2024-01-11,P095,6.0,2431.8
2024-07-20,P043,5.0,1845.75
2024-09-15,P095,7.0,3284.55
2024-02-20,P063,3.0,1475.26
2024-01-20,P007,7.0,2350.14
2024-11-27,P057,10.0,4609.95
2024-03-25,P006,5.0,549.22
2024-05-16,P094,6.0,1822.3
2024-08-14,P040,17.0,3508.51
2024-07-28,P095,11.0,5360.83
2024-11-22,P025,4.0,1045.73
2024-09-17,P075,8.0,3887.21
2024-12-20,P028,4.0,232.74
2024-05-29,P096,1.0,482.08
2024-05-17,P009,6.0,2448.95
2024-08-13,P056,18.0,443.73
2024-06-26,P044,4.0,749.32
2024-08-12,P060,5.0,1503.57
2024-05-24,P064,17.0,6690.21
2024-04-16,P057,16.0,313.3
2024-06-24,P084,4.0,1982.36
2024-10-12,P062,14.0,6770.3
2024-01-13,P049,19.0,2773.41
2024-10-16,P009,4.0,1918.13
2024-08-15,P083,3.0,178.75
2024-04-19,P068,7.0,437.41
2024-01-22,P059,9.0,2044.59
2024-12-25,P100,16.0,5514.53
2024-10-14,P003,17.0,1487.03
2024-01-18,P068,6.0,2661.92
2024-06-19,P017,17.0,3430.84
2024-04-26,P032,14.0,2250.06
2024-09-16,P079,5.0,898.67
2024-05-27,P032,10.0,3480.79
2024-08-15,P027,9.0,4140.27
2024-08-02,P098,19.0,3382.42
2024-06-05,P048,20.0,2238.14
2024-02-22,P039,4.0,860.12
2024-12-17,P095,8.0,3749.62
2024-10-03,P045,5.0,2416.82
2024-11-26,P029,2.0,478.09
2024-01-27,P014,16.0,6615.34
2024-04-02,P063,11.0,633.53
2024-07-06,P015,11.0,1453.61
2024-12-25,P059,6.0,1245.0
2024-10-30,P041,9.0,1609.59
2024-11-20,P018,13.0,6091.59
2024-11-22,P017,1.0,210.81
2024-06-04,P097,2.0,662.8
2024-05-10,P004,20.0,8421.98
2024-02-21,P087,13.0,3024.58
2024-09-26,P063,9.0,4407.93
2024-08-12,P012,12.0,2442.87
2024-02-04,P002,6.0,290.57
2024-08-02,P095,6.0,1199.75
2024-09-11,P086,17.0,5062.12
2024-12-27,P015,4.0,1566.84
2024-02-15,P054,1.0,10.86
2024-11-14,P033,15.0,3764.25
2024-10-27,P039,3.0,816.7
2024-09-09,P040,1.0,282.43
2024-10-19,P040,14.0,2535.6
2024-02-15,P003,4.0,174.05
2024-08-23,P065,3.0,1024.67
2024-01-20,P019,18.0,1156.78
2024-10-22,P020,2.0,473.58
2024-10-21,P050,2.0,65.52
2024-07-26,P052,14.0,6839.39
2024-05-07,P013,12.0,4665.93
2024-09-16,P067,15.0,1649.92
2024-06-09,P029,3.0,518.37
2024-03-02,P033,12.0,2974.13
2024-03-07,P004,2.0,648.44
2024-08-12,P081,14.0,5292.29
2024-05-26,P052,4.0,1561.38
2024-01-16,P067,2.0,751.82
2024-07-25,P059,12.0,2394.08
2024-02-04,P007,1.0,277.88
2024-12-07,P031,18.0,8829.67
2024-09-29,P073,7.0,114.76
2024-12-20,P085,18.0,3937.91
2024-09-11,P027,20.0,7121.49
2024-07-24,P055,13.0,205.91
2024-12-06,P083,12.0,4654.11
2024-06-07,P020,8.0,3006.19
2024-04-09,P059,10.0,929.91
2024-06-24,P029,10.0,1352.14
2024-06-26,P008,14.0,6503.0
2024-06-25,P053,7.0,1358.48
2024-06-16,P003,16.0,5884.81
2024-08-12,P045,20.0,7638.23
2024-10-12,P005,18.0,6830.62
2024-07-11,P069,4.0,1705.08
2024-01-19,P024,10.0,2576.78
2024-08-16,P008,11.0,1025.81
2024-11-21,P061,2.0,607.85
2024-12-06,P083,15.0,695.92
2024-01-10,P018,4.0,445.61
2024-04-06,P092,18.0,4868.04
2024-12-07,P057,16.0,3064.95
2024-04-14,P093,19.0,3603.65
2024-10-07,P005,3.0,106.28
2024-03-25,P062,9.0,1748.7
2024-04-05,P022,18.0,4253.7
2024-11-06,P061,9.0,409.59
2024-06-16,P060,5.0,1328.23
2024-11-26,P090,5.0,1805.24
2024-05-16,P095,14.0,6251.93
2024-04-25,P004,5.0,841.69
2024-04-26,P006,3.0,726.88
2024-02-17,P047,17.0,4009.68
2024-09-07,P090,5.0,2363.31
2024-12-05,P028,1.0,318.31
2024-08-31,P089,3.0,203.58
2024-09-11,P032,19.0,4203.41
2024-09-25,P081,4.0,118.01
2024-10-20,P007,5.0,2247.27
2024-10-06,P058,19.0,4651.22
2024-12-19,P009,5.0,951.48
2024-03-24,P019,17.0,876.78
2024-04-27,P050,17.0,5092.42
2024-11-14,P082,10.0,3807.58
2024-08-29,P058,1.0,381.92
2024-05-25,P090,2.0,421.33
2024-04-23,P034,20.0,3833.6
2024-09-04,P016,8.0,3625.58
2024-12-28,P060,14.0,177.77
2024-10-13,P053,7.0,2204.74
2024-02-21,P002,9.0,787.22
2024-03-08,P093,6.0,2415.67
2024-08-21,P040,1.0,294.36
2024-11-18,P048,19.0,3469.78
2024-05-21,P066,13.0,2323.45
2024-07-29,P042,19.0,5483.29
2024-03-16,P030,8.0,3969.1
2024-03-22,P065,12.0,3816.38
2024-07-15,P099,11.0,4290.31
2024-12-24,P063,10.0,4343.95
2024-06-26,P011,19.0,8868.25
2024-06-26,P080,14.0,5249.78
2024-05-15,P027,12.0,2957.34
2024-12-24,P003,18.0,5005.43
2024-08-23,P077,8.0,1979.03
2024-11-25,P075,10.0,1518.65
2024-01-09,P040,1.0,224.05
2024-03-23,P094,14.0,2118.88
2024-01-03,P029,1.0,299.02
2024-06-26,P044,12.0,658.85
2024-02-21,P020,11.0,4248.64
2024-05-08,P026,7.0,2942.12
2024-02-17,P001,19.0,6958.33
2024-12-05,P099,9.0,3885.79
2024-05-21,P061,12.0,4117.63
2024-08-02,P038,3.0,1200.68
2024-09-10,P033,3.0,586.0
2024-01-22,P025,5.0,2139.64
2024-11-06,P033,12.0,3562.32
2024-02-29,P096,18.0,741.59
2024-02-26,P025,20.0,3951.26
2024-08-10,P095,8.0,868.89
2024-02-12,P010,19.0,8039.86
2024-07-29,P018,19.0,3198.82
2024-11-06,P090,18.0,7928.17
2024-03-31,P079,11.0,1181.21
2024-10-23,P022,4.0,436.94
2024-12-17,P094,19.0,2915.6
2024-11-14,P021,13.0,1753.99
2024-10-19,P003,17.0,8114.23
2024-10-21,P063,16.0,6772.7
2024-10-19,P066,11.0,5427.38
2024-10-21,P022,3.0,977.53
2024-02-22,P055,6.0,2869.4
2024-01-12,P041,6.0,1226.68
2024-12-15,P040,11.0,2278.62
2024-04-28,P028,5.0,774.97
2024-02-01,P032,16.0,5739.8
2024-07-31,P032,17.0,4784.87
2024-01-02,P049,2.0,617.33
2024-07-04,P033,20.0,3859.16
2024-06-10,P037,13.0,828.85
2024-05-31,P088,10.0,3747.47
2024-02-06,P058,1.0,155.79
2024-02-05,P064,10.0,104.18
2024-07-04,P061,17.0,4237.76
2024-11-12,P095,10.0,4954.9
2024-07-13,P027,17.0,5734.0
2024-07-30,P064,4.0,1263.62
2024-10-17,P035,18.0,3948.65
2024-07-19,P061,5.0,208.62
2024-02-09,P056,3.0,1493.2
2024-06-04,P073,16.0,7856.2
2024-06-15,P083,14.0,357.47
2024-10-24,P069,3.0,966.71
2024-12-14,P018,15.0,4754.46
2024-10-13,P092,5.0,198.65
2024-12-21,P091,7.0,1898.11
2024-01-30,P085,8.0,1350.67
2024-01-18,P043,5.0,2048.35
2024-05-17,P076,16.0,6043.56
2024-04-04,P056,16.0,2439.56
2024-02-21,P028,17.0,4657.15
2024-07-31,P045,15.0,1452.35
2024-05-17,P024,19.0,3687.3
2024-12-11,P098,10.0,3726.37
2024-05-11,P064,20.0,3947.29
2024-01-23,P044,8.0,3230.68
2024-02-19,P038,16.0,7819.51
2024-01-31,P098,8.0,2776.3
2024-12-29,P068,10.0,4715.04
2024-04-26,P013,10.0,1798.95
2024-07-25,P041,8.0,2442.34
2024-08-01,P027,3.0,523.88
2024-01-20,P081,20.0,8801.34
